小区名称,房价,区域商圈：,详细地址：,建筑类型：,物业费用：,产权类别：,容积率：,总户数：,绿化率：,建筑年代：,停车位：,开发商：,物业公司：,经度,纬度
海悦公馆,45952,大兴 观音寺,黄马路,高层,1.50元/平米/月,商品房住宅,2.50,719户,30%,2014年,地下319个,上海圣亚设计有限公司、北京天盈网络技术有限公司,北京德丰物业管理有限公司,116.35390787744352,39.7269946537474
芍药居9号院,81743,朝阳 芍药居,京承高速,高层,0.80元/平米/月,商品房住宅,2.60,807户,25%,1995年,365,"上海玉林信息科技有限公司,上海云鸿科技信息有限公司",北京市东兴物业管理有限公司芍药居,116.44258275840274,39.98621132703031
北京上舍,99558,东城 广渠门,安化北里18号,高层,2.60元/平米/月,商品房住宅,3.50,1000户,22%,2008年,400元/月,博悦物业,北京金开泰物业管理有限公司,116.4429945416485,39.89767809407645
裕中西里,145574,西城 德胜门,北三环中路,高层,0.80元/平米/月,商品房住宅,2.80,3457户,37%,1983年,地上车位150元/月,"上海力勤律师事务,中英控股有限控股",北京西开华辰物业管理中心,116.46684419361621,39.92411640556762
后现代城(A区),71488,朝阳 百子湾,百子湾路,小高层|高层,3.00元/平米/月,商品房住宅,2.90,4442户,33%,2003年,车位1：0.8共计4672户。出租地下450元/月，地上150元/月，临时5角/小时市政停车6元/小时，第二个小时9元，出售现根据业主的意愿出售价格，一般售价15万一个,北京金马文华园房地产开发有限公司,北京西宇嘉业物业管理有限公司,116.4941171980519,39.905751404651255
三庙小区,111571,西城 长椿街,三庙街,多层,0.50元/平米/月,单位集体自建房,1.50,500户,25%,2015年,免费的,上海世华物业管理有限公司,业主自管,116.37163279261364,39.90350228791436
北京香颂,82838,朝阳 望京,南湖西园南路,小高层,1.80元/平米/月,商品房住宅,2.00,1061户,40%,2007年,车位配比1：1.5，550/月,杭州银行、复星集团,北京世纪金德物业管理有限公司,116.45975018517336,39.996700625916155
惠新北里1号院,78478,朝阳 芍药居,安苑路,多层,1.00元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,1989年,暂无数据,上海豪景物业管理有限公司,惠新里嘉德物业,116.42844881950873,39.989947094672424
光华欣居,75732,朝阳 国贸,光华路6号,高层,1.60元/平米/月,商品房住宅,0.00,暂无数据,30%,1986年,车位充足,北京东方海体置业有限公司,北京东方海体置业有限公司,116.45047742654661,39.919302300491054
华发颐园,61514,朝阳 北苑,北苑路18号,小高层|高层,2.50元/平米/月,商品房住宅,2.45,1203户,32%,2000年,停车位有：791个地上车位：100个固定地锁车位；目前暂无空余，租150元/月。地下车位：B2/B3目前均有空余在售，24万每个，带产权证。租450元/月。,北京九郡房地产开发有限公司,珠海华发物业管理服务有限公司北京分公司,116.42194652490531,40.05016365948291
北航家属院小区,86560,海淀 知春路,学院路37号,多层,0.80元/平米/月,商品房住宅,1.80,暂无数据,35%,1999年,暂无数据,上海亿达实业有限公司,北京北航科技园物业管理有限责任公司,116.33399460022052,39.98552802869213
方于路58号院,0,丰台 宋家庄,方庄南路,高层,0.00元/平米/月,小产权房,0.00,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,116.44384047594725,39.85645941494466
金茂府东区(商住楼),70175,朝阳 大望路,广渠路23号,高层,0.00元/平米/月,办公,0.00,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,116.49428949304871,39.89996206837323
西井四区,48205,石景山 苹果园,实兴大街,高层,0.50元/平米/月,商品房住宅,2.60,1000户,15%,2000年,150元/月,暂无数据,金世纪物业公司,116.20065057947215,39.93786051683059
长阳半岛中央城,31555,房山 长阳,京良路,小高层|高层,7.50元/平米/月,办公,2.42,暂无数据,30%,2017年,暂无数据,上海外高桥投资（集团）有限公司,北京万科物业服务有限公司,116.21773958417177,39.77104101822781
十六局家属院,33333,密云 密云周边,新北路,多层,1.30元/平米/月,商品房住宅,2.00,2000户,40%,1988年,2000,暂未获知,十六局物业,116.84717830246908,40.39503181931651
今日家园,73053,海淀 五棵松,西翠路5号,高层,1.80元/平米/月,商品房住宅,3.90,3040户,40%,2000年,"充足,地下三层车库，地下租价390元/月，目前车位紧张，排队租车位的还很多，目前只有一个业主车位在售",北京安地房地产开发有限责任公司,北京今日家园物业管理公司,116.28740802732032,39.906807096725764
蒲安北里,64769,丰台 蒲黄榆,蒲黄榆路,多层,1.49元/平米/月,商品房住宅,1.70,1500户,35%,1990年,500个,"上海芝阁信息科技服务有限公司,上海窗钩厂",天鸿物业管理有限公司,116.42688612724356,39.87253830695766
农光东里,64599,朝阳 劲松,南磨房路,高层,1.46元/平米/月,商品房住宅,3.00,3247户,30%,1983年,300个左右，租150元/月,上海世华物业管理有限公司,北京鑫嘉苑物业管理有限公司,116.47606503018449,39.88784808188444
北洼西里小区,77707,海淀 北洼路,北洼路51号,多层|小高层|高层,0元/平米/月,商品房住宅,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,116.30875167640684,39.94391671120089
东丽温泉家园,57913,丰台 洋桥,马家堡路88号,高层,1.19元/平米/月,商品房住宅,4.80,400户,42%,2002年,停车位2：1，150元/车位/月，1600元/车位/年,北京市裕发东瑞房地产开发有限公司,安泰祥物业管理有限公司,116.39213212435133,39.860332273127916
火桥北里,82610,东城 天坛,左安门内大街,多层,1.50元/平米/月,商品房住宅,2.00,450户,33%,1995年,地上免费停车位,"快板电子科技有限公司,上海久誉软件系统有限公司",暂无数据,116.43997264191293,39.888086764810815
新城嘉园,47882,通州 梨园,北京市通州区云景东里108号,多层,1.38元/平米/月,动迁配套房,0.00,暂无数据,30%,2001年,充足,北京新城基业投资发展有限公司,北京通州兴华物业管理公司,116.6772954356107,39.88589249738584
十里河村自建房,0,朝阳 十里河,东三环南路,低层,0.00元/平米/月,商品房住宅其他,0.00,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,116.51795229747034,39.85400746245452
王府公寓(别墅),50523,昌平 北七家,七北路,低层,1.50元/平米/月,商品房住宅,0.80,683户,60%,1998年,免费停车,北京法政实业有限公司,北京法政置地物业管理有限公司,116.41372397525028,40.11220003308873
开阳里(六区),63275,丰台 右安门,开阳里三街,多层,0.52元/平米/月,商品房住宅,2.00,12000户,20%,2003年,小区内带地锁收费每月150元，按年收每年1600元,上海盛祥经贸有限公司,永乐物业,116.37653709154537,39.87087266464626
天坛北里,86005,东城 天坛,天坛路,多层,0.60元/平米/月,商品房住宅,1.50,160户,30%,1980年,地上车位150元/月，车位充足,"阿克苏若贝尔,古驰贸易有限公司",上海叶达贸易发展有限公司,116.41957796276715,39.89525419787315
香克林,61594,朝阳 十里河,成寿寺路,小高层,2.40元/平米/月,商品房住宅,2.36,暂无数据,30%,2008年,暂无数据,北京中海地产有限公司,中海物业管理有限公司,116.4553104898514,39.84494574397001
泰华龙旗广场,56047,昌平 回龙观,黄平路19号,小高层|高层,3.80元/平米/月,商品房住宅,3.20,暂无数据,30%,2009年,暂无数据,"多媒体谷有限公司,上海结构公司",北京泰华佳园物业管理有限公司,116.3539280893175,40.072096161074015
万源南里,47752,丰台 东高地,万源南路,多层|小高层|高层,19.00元/平米/月,商品房住宅,1.20,1631户,30%,1980年,150元/车位/月,上海全通金融谷集团有限公司,北京航天万源物业管理有限公司,116.43218999246615,39.80344305110091
潘家园南里,64155,朝阳 潘家园,华威南路,多层|小高层,1.50元/平米/月,商品房住宅,2.20,1300户,30%,1980年,150元/车位/月,无,业主自管,116.45647999379483,39.87872207046128
建邦礼仕阁,103788,西城 南礼士路,南礼士路19号,小高层|高层,6.60元/平米/月,商品房住宅,3.20,180户,25%,2009年,地下车位：452个（1：1.2）；月租150元/位·月,北京建工集团房地产开发有限公司,北京建工物业服务有限公司,116.35785350473499,39.91647858706338
小屯路东里1号院,51519,丰台 青塔,小屯路,多层,3.00元/平米/月,商品房住宅,1.20,暂无数据,40%,1998年,150元/车位/月个车位,"阿克苏若贝尔,古驰贸易有限公司",北京城建福安楼寓物业管理有限公司,116.26323696164114,39.89876151936375
瑞祥里西区,44453,朝阳 管庄,"瑞祥路,近朝阳路",多层|小高层,1.15元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,北京顺长物业管理有限公司,116.61705857150307,39.91595410400912
清缘里,62865,海淀 清河,龙岗路12号,多层|小高层|高层,1.26元/平米/月,商品房住宅,3.00,3240户,30%,2000年,充足，地上车位,北京恒泰房地产开发有限责任公司,佳瑞房地产开发公司,116.36056243483088,40.03579438624695
悠胜美苑,70664,东城 永定门,西罗园北路,多层|小高层|高层,2.50元/平米/月,商品房住宅,0.00,400户,31%,2000年,地上车位150元/月，地下车位200-300元/月,古·摄影,北京中和枣苑物业管理有限责任公司,116.4001005433776,39.86949646987007
双河南里尚城,37268,大兴 观音寺,"观音寺东街,近团河路",高层,2.40元/平米/月,动迁配套房,0.00,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,北京天河众兴物业管理有限公司,116.38709933000285,39.77233003582524
复兴路甲49号院,98691,海淀 公主坟,复兴路甲49号,多层,0.00元/平米/月,商品房住宅,1.00,100户,30%,1984年,150元/月/车位,上海达成物业管理有限公司,业主自管,116.30604831580511,39.914204852504426
世纪星家园,64941,丰台 宋家庄,南三环东路,高层|超高层,2.20元/平米/月,商品房住宅,2.95,1181户,40%,2000年,停车位接近1：1，地下一层出租430元/月，地下二层出租410/月 地下3层370,香港新世纪物业管理有限公司,博雅物业管理有限公司,116.44201484965932,39.86348763913056
冠城大通澜石,131105,朝阳 太阳宫,太阳宫南街25号,小高层|高层|超高层,3.88元/平米/月,商品房住宅,3.20,463户,30%,2013年,320,北京冠城新泰房地产开发有限公司,北京冠城酒店物业管理有限公司,116.45514295587378,39.976102397310044
国兴观湖国际,96578,朝阳 朝阳公园,东四环北路88号,高层|超高层,3.98元/平米/月,商品房住宅,3.50,1600户,45%,2005年,900元/月（不包含120元管理费），年付租一年送2个月,北京国兴嘉业房地产开发有限责任公司,北京盛世物业服务有限公司,116.28031321040251,39.958431716952006
中南湾,50257,大兴 旧宫,南小街路,多层|小高层,1.00元/平米/月,商品房住宅,1.27,722户,30%,2013年,共722个停车位，停车位配比1:1,北京日月房地产开发有限公司,北京天宇恒业物业管理有限公司,116.69007544844006,39.884808659423086
新华西街小区,45497,通州 新华大街,新华西街,多层,0.50元/平米/月,商品房住宅,1.00,暂无数据,25%,暂无数据,暂无数据,北京市开原房地产开发有限责任公司,北京美好愿京物业管理有限公司,116.6490355608265,39.91280436722864
五街法院宿舍,38224,昌平 昌平县城,满井47号,多层,0元/平米/月,单位集体自建房,暂无数据,暂无数据,暂无数据,1989年,暂无数据,暂无数据,暂无数据,116.23468566846476,40.21957315788597
车公庄西路16号院,89500,海淀 甘家口,车公庄西路16号,多层,1.00元/平米/月,商品房住宅,1.00,暂无数据,30%,2000年,车位充足,"阿克苏若贝尔,古驰贸易有限公司",北京丰琪物业管理中心,116.33062559523592,39.93753522164851
西坝河中里,74454,朝阳 西坝河,七圣南路,多层|高层,2.50元/平米/月,商品房住宅,1.50,2000户,30%,1990年,有地锁固定车位每个月150元/月，年缴1600元。,上海豪景物业管理有限公司,亿方物业管理有限责任公司,116.44683497736476,39.97015904513889
望京花园西区,74520,朝阳 望京,利泽中二路,多层,1.39元/平米/月,商品房住宅,2.20,4528户,30%,1998年,地上车位200个，租价150元/月；地下车位300个，租价300元/月,北京高校房地产开发总公司,北京育新物业管理公司,116.49079697105647,39.99581906575749
姚家园东里,55227,朝阳 朝阳公园,青年北路,多层,2.50元/平米/月,商品房住宅,1.70,暂无数据,37%,2009年,暂无数据,北京市聚鑫城房地产开发有限责任公司,瑞丰物业,116.52503965845243,39.95472905691126
张家坟北里,20000,丰台 长辛店,辛庄南路,多层,3.00元/平米/月,商品房住宅,1.30,暂无数据,30%,2001年,充足,暂未获知,业主自管,116.1793394490451,39.823184291118366
泥洼路5号院,61719,丰台 七里庄,泥洼路5号,多层,2.00元/平米/月,商品房住宅,2.00,暂无数据,30%,1990年,150元/位·月，车位充足,上海华滋物业管理有限公司,业主自管,116.30489408305536,39.87063973589402
风景线,56839,朝阳 酒仙桥,将台西路,高层,0.88元/平米/月,商品房住宅,3.50,1500户,33%,1999年,地上租车位费，300/月元；地上售车位费6.5万/位元,北京丽景房地产开发有限公司,北京汉博物业管理公司,116.48867382598362,39.97740255278215
西宏苑小区,39870,丰台 新宫,五爱屯东街,高层,0.60元/平米/月,商品房住宅,3.00,2983户,33%,2001年,1:1,上海民申置业有限公司,丰台建设开发公司物业分公司,116.38635952331367,39.806302913121705
石榴园北里小区,53660,丰台 石榴庄,石榴庄路,多层|小高层,0.80元/平米/月,商品房住宅,2.00,3000户,30%,1992年,100/车位/月,"上海孝天财务咨询有限公司,绿光教育",北京中创物业管理有限公司,116.42435676841913,39.85409220978659
苹果社区(北区),73779,朝阳 双井,百子湾路32号,高层,3.20元/平米/月,商品房住宅,4.37,暂无数据,30%,1999年,暂无数据,上海德丰置业管理有限公司,北京今日今典物业管理有限公司,116.5216965920394,39.95895673229843
校场口胡同小区,118518,西城 长椿街,校场口胡同,多层,0.00元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,1985年,暂无数据,暂无数据,暂无数据,116.39016456579284,39.8929569869146
崇文门西大街社区,99737,东城 前门,崇文门西大街,多层,1.50元/平米/月,商品房住宅,2.10,暂无数据,暂无数据,1970年,暂无数据,北京房地集团有限公司,北京天岳恒房屋经营管理有限公司,116.42206806833572,39.90706729687784
信建里小区,112733,西城 陶然亭,里仁街,多层,0.00元/平米/月,商品房住宅,1.30,1000户,30%,1986年,地面车位150/月,无开发商,业主自管,116.37553296564631,39.88248735688418
鸿博家园(二期C区),31937,朝阳 小红门,小红门五号路,高层,1.50元/平米/月,动迁配套房,0.00,暂无数据,暂无数据,2011年,暂无数据,小红门房地产开发公司,北京世纪美泰物业管理有限公司,116.47049230212279,39.83158552709728
西革新里108号院,68759,东城 永定门,革新南路,多层,0.90元/平米/月,商品房住宅,2.00,288户,23%,1999年,车位充足,上海叶达贸易发展有限公司,北京市安泰祥物业管理有限公司,116.39847200531855,39.87178485165106
红莲南里,93889,西城 马连道,红莲南路,高层,1.20元/平米/月,商品房住宅单位集体自建房,3.50,2600户,15%,1985年,地上车位150元/月,北京市西城区房地产管理局,红莲物业管理有限公司,116.34166568012299,39.88428067923094
翰林庭院,46002,大兴 黄村,兴华南路17号,高层,1.63元/平米/月,商品房住宅,2.50,1100户,30%,2008年,120元/车位/月,中华书局古籍印刷厂,中华书局物业,116.28394678522423,39.61106766362076
名苑雅居,83040,朝阳 北沙滩,科荟路,高层,2.20元/平米/月,商品房住宅,4.20,448户,10%,2005年,378,上海交大昂立物业管理有限公司,鹏海物业管理公司,116.37842892294938,40.01535075204995
龙锦苑一区,39422,昌平 回龙观,科星西路,多层,0.65元/平米/月,经济适用房,1.65,1000户,28%,2000年,150元/车位/月，共有350个停车位,"上海芝阁信息科技服务有限公司,上海窗钩厂",北京天鸿宝地物业管理经营有限公司,116.36540475068243,40.09453823565205
华芳嘉园,57842,丰台 宋家庄,东铁匠营横一条24号,多层,0.96元/平米/月,商品房住宅,2.20,456户,30%,1999年,255,大树下物业管理有限公司,住总正华建设工程公司物业部,116.44061304391099,39.857422751797664
皓月苑,43285,通州 通州北苑,玉带河大街窑厂57｜58号,多层,0.60元/平米/月,商品房住宅,1.30,438户,30%,2001年,总数0个 地上车位0个,通州区住房和城乡建设委员会,北京通运达物业管理有限公司,116.67559117039718,39.903766584437584
迎风五里,19927,房山 燕山,迎风南路,多层,0.50元/平米/月,商品房住宅,0.00,暂无数据,30%,2000年,暂无数据,"上海趣志网络科技有限公司,上海喜游娱乐有限公司",向阳街道办,115.9639543538676,39.72885484439557
风格雅园,80353,朝阳 望京,南湖南路8号,高层,2.48元/平米/月,商品房住宅,3.50,312户,45%,2001年,150元/车位·月,金茂仓储物业管理有限公司,深圳市长城物业管理股份有限公司,116.46978111365054,40.00008878065958
观音寺小区,34819,大兴 黄村,观音寺街,多层,0.70元/平米/月,商品房住宅,1.51,1750户,30%,1994年,充足,上海宏欣物业管理有限公司,北京观音寺物业管理有限公司,116.35548548158015,39.73229173208247
丰体时代,50820,丰台 丰台体育馆,丰体南路1号,高层,0.00元/平米/月,商品房住宅,3.52,2150户,36%,2005年,150元/车位/月,北京富通基业房地产有限责任公司,北京富通物业管理有限公司,116.27554096238075,39.87288606339601
二七剧场路小区,131140,西城 月坛,二七剧场路19号,高层,0.00元/平米/月,商品房住宅,3.30,125户,25%,1993年,暂无数据,暂无数据,暂无数据,116.3523075461775,39.914002579207775
杨庄北街3号院,46726,通州 通州北苑,杨庄北街3号,多层,0.00元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,暂无数据,暂无数据,通州区住房和城乡建设委员会,北京通运达物业管理有限公司,116.6420262545085,39.9091366319679
嘉多丽园(南区),54833,朝阳 潘家园,东三环南路19号,高层,2.04元/平米/月,商品房住宅,2.80,320户,40%,2002年,地表车位150元/月、地下车位210元/月,上海尚联物业管理有限公司,北京华业兴物业管理有限责任公司,116.43616176044794,39.76857455378794
新都名苑,41594,石景山 八角,体育场南街5号,多层,1.50元/平米/月,商品房住宅其他,0.00,暂无数据,20%,暂无数据,暂无数据,上海物华投资有限公司,北京京汉丽苑物业公司,116.20914720213828,39.90789604954623
北河沿大街小区,118062,东城 王府井,北河沿大街,多层,0.00元/平米/月,单位集体自建房,0.00,暂无数据,暂无数据,1985年,暂无数据,上海豪景物业管理有限公司,业主自营,116.41274981772135,39.92871330795745
恒大未来城,45882,大兴 大兴周边,新源大街,高层,5.80元/平米/月,商品房住宅,3.80,暂无数据,30%,2016年,暂无数据,上海万毅实业发展有限公司物业管理公司,恒大金碧物业集团有限公司,116.32107948224248,39.72022215298993
蒲华园,62728,丰台 蒲黄榆,蒲黄榆路,高层,2.00元/平米/月,商品房住宅,3.20,400户,30%,2001年,每户一位,上海联瑞电子技术有限公司,北京安居物业管理有限公司,116.426820820433,39.869132982563826
安华里社区(五区),82245,朝阳 安贞,安华路,多层,0.85元/平米/月,单位集体自建房,2.20,5480户,30%,1982年,5000个停车位,上海豪景物业管理有限公司,北宇物业管理有限公司,116.41145018434341,39.971984543924464
,0,暂无信息,暂无信息,暂无信息,暂无信息,暂无信息,暂无信息,暂无信息,暂无信息,暂无信息,暂无信息,暂无信息,暂无信息,116.4133836971231,39.910924547299565
六里屯北里,71716,朝阳 朝阳公园,朝阳公园南路,多层,0.45元/平米/月,商品房住宅,2.00,1000户,35%,1980年,150元/车位/月,先锋大厦物业管理有限公司,六里屯北里物业,116.48156993618018,39.9383556485123
双会小区,46346,朝阳 管庄,双桥东路1号,多层,0.00元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,居民自理,116.60535409986082,39.91384008220051
金泰城丽湾,87827,丰台 菜户营,丽泽路1号,高层,2.80元/平米/月,商品房住宅,2.52,1500户,34%,2007年,地下机械车位400元一个月。平面车位500元 外加80元/月管理费。,"舞之动画,国中商贸",北京金泰物业管理有限公司,116.34988176197834,39.87495041534501
龙腾苑六区,44438,昌平 回龙观,育知东路,多层,0.61元/平米/月,经济适用房,0.93,1802户,30%,2003年,150元/车位/月，共有停车位1027位年付费1600元。,"上海芝阁信息科技服务有限公司,上海窗钩厂",北京天鸿宝地物业管理经营有限公司,116.33862698207439,40.0792450609409
东一时区,50366,朝阳 双桥,八里桥南1号,小高层,1.30元/平米/月,商品房住宅,1.70,2450户,32%,2003年,1640个，地下1335个，地上305个、1:1，地上150元/月、地下300元/月,北京金时代置业有限公司,北京市均豪物业管理股份有限公司,116.64376590936591,39.91876590108843
昊天伟业嘉园北里,38419,房山 良乡,多宝路,多层,0.80元/平米/月,小产权房,1.72,2000户,46%,暂无数据,暂无数据,上海安亭物业管理有限公司,北京韩建物业管理服务有限公司,116.1655121916522,39.74134830963417
锋创科技园,30000,大兴 亦庄,科创十三街,高层,0.00元/平米/月,办公,0.00,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,116.57478036165926,39.78741937048011
样本,33147,通州 马驹桥,辛房路,多层,1.15元/平米/月,商品房住宅,0.90,1200户,38%,2000年,1：1，100元/位·月,北京嘉源置业投资有限公司,北京燕侨物业管理有限公司,116.55042271792567,39.755848583499876
鸭子桥路18号院,84715,西城 广安门外,鸭子桥路18号,多层,0.00元/平米/月,商品房住宅,0.00,暂无数据,20%,暂无数据,暂无数据,暂无数据,业主自管,116.35396698594606,39.88078430744439
右安门内大街乙8号楼,100593,西城 白纸坊,右安门内大街乙8号,多层,0.00元/平米/月,单位集体自建房,0.00,暂无数据,30%,2000年,充足,陆金所,业主自营,116.37090866854206,39.88622745179663
泽丰苑(南区),77724,海淀 永定路,采石路8号,多层,2.28元/平米/月,商品房住宅,2.20,暂无数据,28%,2002年,暂无数据,北京泽丰房地产开发有限公司,北京佳邦物业管理有限公司,116.23850247874608,39.93282255414721
润枫锦尚,47550,大兴 旧宫,徳贤路239号,小高层,2.16元/平米/月,商品房住宅,2.00,1319户,30%,2011年,总676个，其中地上96个，地下580个,上海亿达物业管理有限公司,北京润枫世纪物业管理有限公司,116.43542182619939,39.796661702213584
潮新佳苑,14626,北京周边 燕郊,燕灵路,多层|小高层,0.00元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,116.31965072732885,40.0964295108847
七燕路1号院,29000,昌平 沙河,七燕路1号,高层,0.00元/平米/月,小产权房,0.00,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,116.32473702295691,40.113527026707864
将台路小区,56281,朝阳 酒仙桥,将台路2号,多层,1.20元/平米/月,商品房住宅,1.71,暂无数据,30%,2001年,暂无数据,"阿克苏若贝尔,古驰贸易有限公司",北京汉博物业管理有限公司,116.4933928943192,39.97809574689655
永顺东里2号院,42852,通州 永顺,永顺北街2号,高层,0.55元/平米/月,商品房住宅,3.20,476户,30%,2007年,1:1,北京顺开房地产开发有限公司,北京顺开物业管理有限公司,116.65839149445871,39.925306408547314
核桃园北里,97976,朝阳 东大桥,中纺街28号,多层,1.20元/平米/月,商品房住宅,1.20,1117户,20%,1981年,地上：150元/车位/月,亚伦物业管理有限公司,北京东岳物业管理有限公司,116.44577991754329,39.933834049371306
康城花园别墅,52407,朝阳 双桥,双桥东路9号,低层,2.84元/平米/月,商品房住宅,0.74,578户,53%,2000年,暂无数据,北京银信兴业房地产开发有限公司,北京南洋物业管理有限公司,116.61187400125223,39.89121406350595
柳浪家园南里,45454,海淀 马连洼,厢黄旗东路,小高层,1.00元/平米/月,动迁配套房,1.70,1596户,15%,2014年,150元/车位/月 地上车位,祥鹿物业管理,东居物业管理有限公司,116.30393253683746,40.03615201010458
大旸楼,69537,朝阳 双井,西大望路33号,高层,2.10元/平米/月,商品房住宅,2.50,100户,30%,2005年,81,第一太平戴维斯物业顾问（北京）有限公司上海分公司,北京正旸世纪物业管理有限公司,116.48247452982872,39.8979129368644
金茂公寓,70089,朝阳 国贸,光华路,多层|小高层,2.00元/平米/月,商品房住宅,0.00,60户,38%,1997年,每户一位,上海联安物业管理有限公司,北京怡嘉缘物业管理公司,116.46144897072328,39.91857557955231
路劲世界城,44767,昌平 南邵镇,昌金路,小高层,2.46元/平米/月,商品房住宅,2.20,2008户,37%,2012年,车位数2008个，车位比1:1,北京路劲隽御房地产开发有限公司,北京路劲隽御房地产开发有限公司,116.29840157998198,40.211802125890145
定海园二里,29111,通州 次渠,科创九街,多层,0.00元/平米/月,商品房住宅,0.00,暂无数据,30%,2000年,暂无数据,北京星湖开发有限公司,北京新华敬业物业管理公司,116.57259361655633,39.80645097830366
广和东里,64012,朝阳 双井,广和东里中街,多层|高层,0.80元/平米/月,商品房住宅,1.90,400户,20%,1978年,免费,北京世纪润通房地产开发有限公司,业主自管,116.46045984652625,39.89584395368229
力源里小区,63362,朝阳 四惠,东四环中路,小高层,1.00元/平米/月,商品房住宅,2.10,暂无数据,30%,1996年,150元/车位/月,上海建盛物业管理有限公司,北京国华电力有限责任公司,116.42573081652719,39.83702062507665
半截塔村自建房,0,昌平 东小口,回南路,低层,0.00元/平米/月,商品房住宅其他,0.00,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,116.40652396675726,40.08620903990504
黄村西里社区,44161,大兴 黄村,兴华大街,多层,0.80元/平米/月,商品房住宅,1.50,1048户,30%,1986年,150元/车位/月,上海杰森物业服务发展有限公司,黄村西里物业,116.34263369414055,39.740988369305114
水岸庄园,15102,昌平 沙河,松辛路,多层,0.55元/平米/月,小产权房,0.70,433户,40%,2012年,暂无数据,上海华洽物业管理有限公司,北京静宇怀来分公司,116.3203934463245,40.14596517250063
振兴北社区(南菜园北二区),23001,延庆 延庆城区,菜园中街,高层,0.54元/平米/月,商品房住宅,2.50,暂无数据,30%,2008年,暂无数据,万群物业（上海）管理有限公司,业主自管,115.98010418015653,40.45358602450219
水郡长安1号院,50806,朝阳 双桥,双桥路,低层,2.90元/平米/月,商品房住宅,2.90,2300户,30%,2008年,1：1，总数：200个，地下车位：200个,北京京德顺房地产开发有限公司,万通物业开发公司,116.5779071834784,39.9114802691771
蓝堡国际公寓,110109,朝阳 CBD,西大望路3号,高层,6.00元/平米/月,商品房住宅,4.74,暂无数据,53%,2005年,暂无数据,北京建华时代房地产有限公司,国贸物业酒店管理有限公司,116.48286628086161,39.916976779958205
矿桥东街小区,34810,门头沟 门头沟周边,七棵树大街,多层,0.50元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,1982年,暂无数据,京煤集团,京煤集团,116.10047442357705,39.95239693690948
中科院中关村东南小区,128868,海淀 中关村,科学院南路乙121号,多层,1.77元/平米/月,商品房住宅,1.80,3123户,20%,1989年,地上停车每月80元。,中科院房产管理所,科住物业管理有限责任公司,116.3303367001839,39.98437149185956
凯旋城,91833,朝阳 亚运村小营,北苑路170号,高层,4.90元/平米/月,商品房住宅,3.50,1200户,35%,2003年,地表车位150元/月、地下车位400元/月,闸北创意文化传播有限公司,开元国际物业管理有限公司,116.4261095421302,40.00387414654514
希望家园,30016,顺义 天竺,府右街,多层,0.59元/平米/月,商品房住宅,1.12,400户,33%,2002年,停车位1：1,上海涂家创业园物业管理有限公司,北京奥竺物业管理有限公司,116.58122004436864,40.06411304564584
华仑大厦,45774,朝阳 芍药居,北四环东路69号,高层,0.00元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,1999年,暂无数据,暂无数据,暂无数据,116.46201166929474,39.841762303201044
福溪家园,36666,海淀 温泉,叠风路15号,多层,0.50元/平米/月,小产权房,2.00,400户,30%,2000年,车位充足,暂未获知,业主自管,116.1984446106313,40.05138983583767
东恒时代(一期),67318,朝阳 四惠,京通快速路,高层,2.10元/平米/月,商品房住宅,2.90,904户,15%,2002年,1车位/2户。地下车位出租600元/月`每位,上海叶佳具物业有限公司,北京华泰龙安物业管理有限责任公司,116.50111445899131,39.916295066877204
学士居小区,78067,朝阳 北沙滩,科荟路,多层,0.82元/平米/月,商品房住宅,0.00,299户,30%,2000年,200元,银舵投资管理有限公司,法政物业公司,116.37245348452757,40.01677386312851
天通苑老三区(天通苑本三区),33630,昌平 天通苑,立水桥东一路,多层,0.55元/平米/月,经济适用房,1.20,暂无数据,35%,1998年,暂无数据,北京顺天通房地产开发有限公司,北京申迪物业管理有限公司,116.42703174256674,40.06583606871652
金石美苑,97742,朝阳 望京,南湖南路16号,高层,3.30元/平米/月,商品房住宅,0.00,暂无数据,20%,2012年,暂无数据,上海永容光电科技有限公司,北京仁必德物业管理有限公司,116.47036653935139,39.99769078691015
