小区名称,房价,区域商圈：,详细地址：,建筑类型：,物业费用：,产权类别：,容积率：,总户数：,绿化率：,建筑年代：,停车位：,开发商：,物业公司：,经度,纬度
什锦花园胡同15号院,107142,东城 东四,什锦花园胡同15号,多层,0.00元/平米/月,单位集体自建房,0.00,暂无数据,暂无数据,暂无数据,暂无数据,北京市城市改建综合开发总公司,业主自营,116.42275588828844,39.93625587652352
景欣园,41085,通州 九棵树,京津公路,小高层,1.80元/平米/月,商品房住宅,1.80,750户,30%,2001年,充足,通州区住房和城乡建设委员会,北京东景博通物业管理有限公司,116.66960216756215,39.89597487144333
欣桥家园,25000,通州 土桥,张采路,多层|小高层,2.00元/平米/月,小产权房,1.35,暂无数据,25%,2006年,暂无数据,上海爱邦城房地产开发有限公司,和信天源物业管理公司,116.70505487248005,39.87240942066068
城南嘉园益嘉园,51262,丰台 马家堡,马家堡西路,多层,1.30元/平米/月,单位集体自建房,1.87,1267户,34%,2002年,地上车位150/元、地下车位350/元,上海寰舟水产有限公司,北京京丰物业管理有限责任公司,116.37904695714026,39.838821516855816
西马小区,58040,丰台 大红门,大红门西路35号,多层,0.60元/平米/月,商品房住宅,1.00,暂无数据,30%,2015年,地面车位150元/月,上海火炬房地产开发公司,北京裕发弘瑞物业管理有限公司,116.38655939628964,39.846555654790556
御槐园,37288,丰台 新宫,槐房路,多层,0.00元/平米/月,小产权房,0.00,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,116.38039935608552,39.82018195103742
华远和煦里,32368,大兴 生物医药基地,安顺南路12号,高层,1.20元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,暂无数据,暂无数据,无,无,116.40771916223828,39.70989000223979
芳城园(二区),68568,丰台 方庄,蒲芳路,多层|高层,0.50元/平米/月,商品房住宅,2.00,508户,30%,1996年,地面停车位200个，地下停车位500个,北京城市建设房地产开发有限公司,北京方庄物业管理有限责任公司,116.43863892772227,39.87322606558408
蒲黄榆五巷,60175,丰台 蒲黄榆,蒲黄榆五巷,多层,0.60元/平米/月,商品房住宅,1.68,890户,30%,1982年,地上停车位,"上海芝阁信息科技服务有限公司,上海窗钩厂",天鸿物业管理有限公司,116.4133836971231,39.910924547299565
芳星园一区,72038,丰台 方庄,芳星路,高层,1.70元/平米/月,商品房住宅,3.40,1200户,30%,1994年,充足，150元/车位/月,上海映巷集团,北京方庄鸿鹄物业管理公司,116.43982406218159,39.86875031852953
芳群园二区,71359,丰台 方庄,芳古路,高层,1.80元/平米/月,商品房住宅,2.83,1775户,30%,1989年,150元/车位/月,北京城市建设房地产开发有限公司,北京方庄物业管理有限责任公司第二分公司,116.4347710038574,39.86868607949376
鼓楼东区,28106,密云 密云城区,新中街,多层,0.56元/平米/月,商品房住宅,2.10,1305户,10%,1995年,50元/月,"第四建筑设计部,申万宏源研究",业主自管,116.85576745060274,40.38378640293734
西山国际城,68421,海淀 田村,阜石路甲69号,多层,4.20元/平米/月,商业,1.38,1468户,33%,2011年,地上停车位数量：500个、150元/月，地下停车位数量：1000个，300/月 目前正在建设中,上海安亭经济发展中心,北京昌泽物业管理有限公司,116.23583325375375,39.933046002802584
上元君庭,76148,朝阳 媒体村,安立路28号,多层|高层,2.70元/平米/月,商品房住宅,2.60,906户,30%,2004年,人车分流，A区车位254个，B地车位1:1，C区车位1:0.7，出售：20-25万/个，出租：地上150元/月，地下500元/月。,上海超群房地产开发有限公司,北京燕侨物业管理有限公司,116.4190821879562,40.03160233298801
金都杭城(西区),73540,朝阳 百子湾,百子湾路,高层,2.80元/平米/月,商品房住宅,2.86,暂无数据,31%,2005年,暂无数据,北京浙金都房地产开发有限公司,浙江金都物业管理有限公司,116.50466312507794,39.906086814723764
珠江帝景(B区),87706,朝阳 大望路,"大郊亭中街,近西大望路",高层,3.97元/平米/月,商品房住宅,2.89,暂无数据,37%,2004年,暂无数据,金百亿物业管理有限公司,康景物业管理集团物业管理公司,116.48689033022413,39.89590505328183
首创禧瑞都,147007,朝阳 CBD,朝阳路139号,高层,7.98元/平米/月,商品房住宅,3.50,654户,31%,2015年,共395个,"上海交通投资(集团)有限公司,上海佳绿绿化有限公司",北京仲量联行物业管理服务有限公司,116.47191036720083,39.92452469548403
朝庭公寓,73454,朝阳 望京,阜荣街8号,高层,2.80元/平米/月,商品房住宅,4.17,暂无数据,30%,2008年,暂无数据,"上海佳科科技有限公司,创新实业有限公司",北京鼎铭物业管理有限公司,116.49021001823625,39.99411851147661
芳苑小区(金色漫香林五期),57396,大兴 亦庄,东渠路,多层,0.00元/平米/月,商品房住宅,2.50,暂无数据,30%,暂无数据,暂无数据,上海靖弘物业管理有限公司,上海靖弘物业管理有限公司,116.53416500514498,39.830345053920425
天裕昕园(西区),22000,顺义 中央别墅区,天北路,高层,1.89元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,暂无数据,暂无数据,北京市天竺房地产开发公司,空港物业集团,116.5298764048098,40.09016311762757
上上城第三季,15700,北京周边 燕郊,燕顺路,高层,1.70元/平米/月,商品房住宅,2.90,暂无数据,35%,2011年,暂无数据,中外合资镇江豪斯嘉房地产有限公司,三河福成房地产开发有限公司,116.75607736781907,39.9378971677632
京旺家园六区,35000,朝阳 朝阳周边,金港南路,小高层,1.20元/平米/月,动迁配套房,2.60,暂无数据,30%,2000年,暂无数据,"上海竞翔汽车零件有限公司,上海佳化有限公司",北京华特物业管理有限公司,116.57926813878365,40.01856829158413
左家庄南里,75108,朝阳 国展,左家庄西街,高层,0.58元/平米/月,商品房住宅,3.30,3000户,25%,1990年,地上300,北京友谊辉志房地产开发公司,铭月豪物业公司,116.44906654791264,39.96025559575882
次渠嘉园一区,30031,通州 次渠,北小营路,高层,0.00元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,广东中奥物业管理有限公司北京分公司,116.43071295452967,39.99985016494644
南湖中园小区,71314,朝阳 望京,湖光北街,多层,0.68元/平米/月,商品房住宅,1.50,3783户,30%,1999年,150/月,北京市新兴房地产开发有限公司,兴安物业,116.46663399012688,40.00434206058615
彩俸小区(北区),29942,顺义 顺义城区,左堤路,低层,0.54元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,2004年,暂无数据,南彩镇政府彩俸开发有限公司,彩俸物业,116.70841642152892,40.134075369474054
三合南里(西区),39116,大兴 黄村,三中西巷,多层,0.80元/平米/月,商品房住宅,0.00,暂无数据,30%,1996年,暂无数据,上海国家863软件专业孵化器基地物业管理有限公司,保利物业管理(北京)有限公司,116.32960790492365,39.73918662794758
世纪家园,25835,密云 密云周边,新中街,多层|高层,1.87元/平米/月,商品房住宅,2.30,300户,20%,1989年,240个，180元/月,上海业专堂贸易发展有限公司,北京世博元物业管理有限公司,116.85916286576936,40.385684458576804
西三环北路82号院,97130,海淀 航天桥,西三环北路82号,高层,1.50元/平米/月,商品房住宅,2.80,300户,45%,1995年,150元/车位/月,国科实业发展有限公司,业主自管,116.46671905965867,39.958624386904134
冯村嘉园(二区),42256,门头沟 永定,石龙北路,多层,0.55元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,2002年,暂无数据,北京华丰房地产开发有限责任公司,北京信园府物业管理中心,116.11690712627107,39.914020150167815
华威西里,62518,朝阳 潘家园,华威南路,多层|高层,0.60元/平米/月,商品房住宅,1.10,2900户,10%,1993年,600,上海友喜建设集团有限公司,北京开心合物业管理公司,116.46003198361184,39.87966709714191
园景东区,46671,通州 梨园,云景东路8号,高层,1.72元/平米/月,商品房住宅,3.41,1174户,30%,2004年,"一期地上停车场,二期地下车库",北京住总集团有限责任公司,北京园景时尚物业管理有限公司,116.67443100883104,39.888157075423244
玉海园一里,78763,海淀 永定路,田村路,多层,0.58元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,1992年,暂无数据,"上海国际文化有限公司,上海丽秀商贸有限公司",北京海淀区久筑物业管理中心,116.2616142625679,39.9281523020572
高碑店新村,41304,朝阳 高碑店,高碑店路,多层,4.50元/平米/月,小产权房,0.00,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,116.53353403535478,39.9123311035648
天骥智谷,15000,大兴 亦庄,经海三路109号,小高层,0.00元/平米/月,办公,0.00,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,116.5593620255471,39.78765410855659
新康家园,53200,大兴 亦庄,北环西路,高层,1.50元/平米/月,商品房住宅,2.80,1458户,30%,2000年,地上车位不收钱、地下车位300元/月,芭洛物业管理有限公司,北京东润明珠物业管理有限责任公司,116.49546591394459,39.80607572216842
珠江四季悦城,30000,通州 马驹桥,兴贸三街,小高层,3.60元/平米/月,商业,2.30,3344户,50%,2015年,共1914个机动车停车位，自行车位5888个,北京珠江投资开发有限公司,广东康景物业服务有限公司北京分公司,116.58922924646505,39.76628201171778
亚奥人家,77859,朝阳 健翔桥,安翔里1号,高层,1.60元/平米/月,商品房住宅,0.00,568户,40%,1999年,每户一位，出租150元/月,上海新北方物业管理有限公司,北京金第房地产物业公司,116.39025448617438,39.99734767644923
美和园,78490,海淀 清河,小营西路,小高层,1.98元/平米/月,商品房住宅,2.20,1710户,30%,1997年,10：3，150元/车位/月,"上海欧良电子科技公司,盛世饮用水有限公司",北京金隅嘉华物业管理有限公司,116.3311457141262,40.03928664490563
四季世家,109012,朝阳 燕莎,亮马桥路48号,高层,29.00元/平米/月,商品房住宅,8.47,206户,29%,2008年,309,长青有限公司,四季酒店物业管理公司,116.47405866482795,39.95504134141194
古城现代嘉园(东区),46815,石景山 古城,古城西路66号,高层,1.50元/平米/月,商品房住宅动迁配套房,0.00,暂无数据,暂无数据,2011年,暂无数据,北京中海地产有限公司,北京首欣物业公司,116.18588827587394,39.919256647205756
增光路43号院,95237,海淀 增光路,海淀区首体南路甘家口增光路43号,多层,0.00元/平米/月,商品房住宅,1.10,216户,30%,1980年,充足,无,业主自管,116.32346574099917,39.934263511882726
周庄嘉园B区,62365,朝阳 华威桥,弘燕路,多层,0.60元/平米/月,商品房住宅,1.40,3500户,30%,2000年,100元/位·月,震旦大楼管理（上海）有限公司,北京金都宏业物业管理有限公司,116.4804463356483,39.8721175220598
双河南里小区,34875,大兴 黄村,京开路,多层,0.70元/平米/月,商品房住宅,1.43,1200户,25%,2015年,150元/车位·月,北京顺义新城建设开发有限公司,北京天宝伟业物业管理有限责任公司,116.35382586215046,39.739729048708256
中科院华严北里小区,83189,朝阳 健翔桥,民族园西路,高层,0.00元/平米/月,单位集体自建房,0.00,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,116.38653190814104,39.98986597164781
金隅花石匠二期东区,57743,通州 土桥,土桥中街,小高层|高层,2.80元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,2010年,暂无数据,北京金隅嘉业房地产开发有限公司,北京金隅大成物业管理有限公司,116.70643520872667,39.879870026309206
葛布店东里,49811,通州 梨园,运河大街100号,多层,1.20元/平米/月,商品房住宅,0.80,暂无数据,30%,1980年,充足,通州区住房和城乡建设委员会,北京通运达物业管理有限公司,116.67285331486386,39.896034725409734
翼之城,26190,顺义 机场,机场东路,高层,3.30元/平米/月,办公,1.50,906户,30%,2013年,地上车位291个，地下820个,上海中锐地产集团有限公司,金网络物业公司,116.64861954746009,40.049505998390885
熙兆大厦,23627,大兴 生物医药基地,华佗路9号,高层,0.00元/平米/月,办公,0.00,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,116.32563595728074,39.68074506371486
昌盛园(二区),40397,昌平 昌平县城,昌平区南环东路,多层,1.50元/平米/月,商品房住宅,2.00,2000户,30%,2000年,600,捷克旅游局上海办事处、宇力恩国际贸易(上海)有限公司,鼎轩物业管理有限公司,116.26324208198255,40.21770365517781
一世情园,32902,通州 马驹桥,兴华中街220号,多层,1.30元/平米/月,商品房住宅,1.18,暂无数据,30%,2003年,小区有停车位356个，每户一位,北京华源京都房地产开发有限公司,芳瑞物业管理（北京）有限公司,116.55445467237665,39.76017290466942
旭辉天恒7号院,25000,大兴 庞各庄,隆华大街49号,低层,0.00元/平米/月,办公,0.00,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,116.30855202800724,39.630901563129314
徜徉嘉园(8号院),45405,房山 长阳,祥云街8号,多层,2.40元/平米/月,商品房住宅,0.00,暂无数据,30%,2014年,暂无数据,跃迁出国、秋实财富、YANG酒店设计集团,北京城承物业管理有限责任公司,116.21376098906809,39.76339204704599
炫特区,65753,朝阳 石佛营,石佛营东路,高层,3.10元/平米/月,商品房住宅,3.90,4000户,33%,2005年,停车位1：1、地表车位150/月、地下车位450/月,先锋大厦物业管理有限公司,深圳市长城物业管理有限公司北京分公司,116.51295376629062,39.9364781398508
金隅景和园,50102,朝阳 东坝,驹子房路,多层,1.98元/平米/月,商品房住宅,1.70,2000户,30%,2010年,总数0个 地上车位0个,"上海塘头建材有限公司,中企物业管理有限公司",旺达家兴物业管理公司,116.55655275472574,39.95690098416927
随园,41101,昌平 昌平县城,水库路16号,多层|小高层,1.90元/平米/月,商品房住宅,1.70,927户,30%,2008年,配有停车场，车位充足，比例近1：1,上海比乐文化发展有限公司,北京天和丰益物业管理有限责任公司,116.27324669010827,40.23662670661484
大屯里小区,65690,朝阳 大屯,北苑路,高层,1.05元/平米/月,商品房住宅,3.20,1680户,35%,2003年,小区地面停车位,北京恒天明泽基金销售有限公司、锦江国际（集团）有限公司、优艾希杰商（上海）贸易有限公司,北京华民物业管理有限公司,116.4218642401206,40.01422511720809
保利春天里,45796,大兴 生物医药基地,思邈路,高层,2.80元/平米/月,商品房住宅,2.80,2848户,30%,2013年,车位配比1:1,虎扑体育,保利物业管理(北京)有限公司,116.32841199079822,39.678398555249
迎曦园,57247,朝阳 石佛营,姚家园路,高层,1.50元/平米/月,商品房住宅,0.00,1500户,35%,1999年,充足，地表车位150-210元/月,"阿克苏若贝尔,古驰贸易有限公司","阿克苏若贝尔,古驰贸易有限公司",116.51314348841433,39.94073057072344
新兴小区(西区),24447,延庆 延庆城区,新城街,多层,1.20元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,1993年,暂无数据,暂无数据,北京市红雨物业管理有限公司,115.99380154257267,40.47532955851201
天通苑西二区,40781,昌平 天通苑,立汤路,多层,1.25元/平米/月,经济适用房,1.10,5760户,30%,2015年,地上停车位150元/月 地下停车180元/月,北京顺天通房地产开发有限公司,北京顺天通物业管理公司,116.41350901074175,40.10863904478827
沁春家园,62456,海淀 西三旗,西三旗转盘东路3号,多层|高层,1.65元/平米/月,商品房住宅,2.50,300户,35%,1999年,地上150元/位·月、地下300-350元/位·月,北京都市房地产开发有限责任公司,北京鑫磊物业管理有限公司,116.34228946346911,40.06253879793094
中弘北京像素南区,45454,朝阳 常营,五里桥二街2号,高层,2.10元/平米/月,办公,0.00,暂无数据,40%,2009年,暂无数据,北京中弘投资有限公司,北京中弘文昌物业管理有限公司,116.62440778854129,39.93248845173747
中关园,27757,海淀 北京大学,成府路,多层,2.90元/平米/月,商品房住宅,1.20,500户,20%,1983年,停车位380个，出租300-600元/月,"贝古设计事务所,中国建筑与室内设计师网",-,116.32499600443543,39.99786952701159
顶秀欣园东苑,55736,丰台 宋家庄,宋庄路,高层,0.50元/平米/月,商品房住宅,3.50,2662户,30%,2003年,小区停车位共360个，150元/位·月,北京泰福恒投资发展有限公司,鸿路泽物业公司,116.43593754339267,39.84402862691414
国锐金嵿,62055,大兴 亦庄,荣华南路1号,小高层|超高层,4.20元/平米/月,商品房住宅,4.83,1650户,30%,2014年,停车位配比1：1.6,北京国锐房地产开发有限公司,北京澳西物业管理有限公司,116.51449022803489,39.796677571072685
垂虹园(蓝靛厂),99269,海淀 世纪城,蓝靛厂中路,高层,2.52元/平米/月,商品房住宅,2.56,2800户,35%,2004年,1:0.9，地下车位，租500元/月，售价18万左右,北京金源鸿大房地产开发有限公司,北京世纪颐和物业管理有限责任公司,116.29922254138755,39.952307818081195
普惠南里,92668,海淀 公主坟,玉渊潭南路,小高层,1.20元/平米/月,商品房住宅,2.50,2329户,30%,1980年,150元/车位/月,暂未获知,普惠南里物业,116.31280896307321,39.91780208980738
芍药居5号院,111160,朝阳 芍药居,育慧南路,多层|高层,1.00元/平米/月,商品房住宅,2.16,742户,34%,1990年,150元/月,"上海北宙企业管理有限公司,科特环保设备有限公司",北京市东城区住宅开发总公司,116.43855188191836,39.98785009548686
云会里金雅园,81848,海淀 四季青,云会寺路,小高层,2.36元/平米/月,商品房住宅,2.46,1440户,32%,2015年,150元/车位/月,上海地矿投资有限公司,北京玉海辉物业管理公司,116.28299204726382,39.94882531661272
角门西里晨光小区,64918,丰台 马家堡,角门北路,多层,0.80元/平米/月,商品房住宅,1.00,暂无数据,30%,2015年,150元/车位/月,隆江物业管理有限公司,久筑物业,116.38158493969759,39.8550442945013
天坛北里,86005,东城 天坛,天坛路,多层,0.60元/平米/月,商品房住宅,1.50,160户,30%,1980年,地上车位150元/月，车位充足,"阿克苏若贝尔,古驰贸易有限公司",上海叶达贸易发展有限公司,116.41957796276715,39.89525419787315
K2海棠湾,58703,通州 梨园,云景东路,多层|高层,2.80元/平米/月,商品房住宅,2.90,2333户,30%,2008年,1205个,北京亚通房地产开发有限责任公司,浙江绿城物业管理有限公司,116.67156280916822,39.875657737733526
国风美唐(商住楼),40000,昌平 回龙观,科星西路106号,高层,2.93元/平米/月,办公,3.00,暂无数据,30%,2014年,暂无数据,上海叶达贸易发展有限公司,北京天鸿宝地物业管理经营有限公司,116.36639899522086,40.0856730350045
韩庄子四里,53203,丰台 看丹桥,恒富街,多层,0.00元/平米/月,商品房住宅,0.00,2016户,40%,1988年,充足,"快板电子科技有限公司,上海久誉软件系统有限公司",丰铁物业管理公司,116.29930177193353,39.8443417665784
沙河一通小区,43648,昌平 沙河,沙阳路,多层|高层,0.60元/平米/月,商品房住宅,1.50,374户,30%,2001年,暂无数据,北京顺天通房地产开发有限公司,北京百姓人家物业管理中心,116.2626210833835,40.12815209307252
燕莎后,77079,朝阳 酒仙桥,酒仙桥路,小高层|高层,2.80元/平米/月,商品房住宅,2.50,793户,33%,2004年,地上140个，150元/月，地下400个，470元/月,"上海海邦实业有限公司,上海博隆食品有限公司",北京燕侨物业管理有限责任公司,116.78706261977476,40.328923126439385
拾景名苑,37313,石景山 古城,体育场西街20号,高层,0.00元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,116.20754821833052,39.907710776594165
金侨时代家园,44163,通州 梨园,云景南大街,多层|小高层,0.85元/平米/月,商品房住宅,1.50,932户,31%,2006年,440个车位,北京时代金侨房地产开发有限公司,北京悦豪物业管理有限公司,116.67446604274593,39.88245406730289
北花园小区(1号院),21951,朝阳 高碑店,北花园中路,小高层|高层,0.00元/平米/月,动迁配套房,0.69,暂无数据,35%,2013年,暂无数据,上海威超广告有限公司,业主自管,116.5567372666775,39.91133485353413
三山新新家园,41542,顺义 后沙峪,火沙路,多层,0.80元/平米/月,商品房住宅,1.99,600户,12%,2004年,230个,上海涂家创业园物业管理有限公司,北京德宏物业管理有限公司,116.54178425281951,40.10284805416535
古城现代嘉园(东区),46815,石景山 古城,古城西路66号,高层,1.50元/平米/月,商品房住宅动迁配套房,0.00,暂无数据,暂无数据,2011年,暂无数据,北京中海地产有限公司,北京首欣物业公司,116.18588827587394,39.919256647205756
大河庄苑,108039,海淀 中关村,苏州街3号,小高层|高层,2.80元/平米/月,商品房住宅,2.92,1600户,32%,2005年,下车库有停车位817辆，人车分流管理，地上不允许停车，地下车位租金600/月，售价20万/个,北京大河房地产开发有限公司,中科天伦物业管理有限公司,116.31020504489143,39.98748606634746
四道口住宅小区,97028,海淀 皂君庙,交大东路12号,高层,0.00元/平米/月,商品房住宅,3.50,暂无数据,30%,1990年,暂无数据,东方房产物业管理有限公司,北京盛世临枫物业管理有限公司,116.35491972876996,39.961854689878436
万寿寺北里,96477,海淀 魏公村,紫竹院路,多层,0.00元/平米/月,商品房住宅,1.50,745户,40%,1983年,150元/车位/月,暂时不了解,业主自管,116.31769412809757,39.95830976841107
富力运河10号小区,46669,通州 东关,滨河中路,多层,5.80元/平米/月,商品房住宅,0.00,712户,15%,2017年,共3172个车位,北京富力通达房地产开发有限公司,北京恒富物业服务有限公司,116.69244401057821,39.91032108616642
润泽悦溪,98506,朝阳 北苑,水岸南街,小高层,2.50元/平米/月,商品房住宅单位集体自建房,1.60,2094户,30%,2010年,内部交通系统采用人车分流，全部地下车库，车位比例高达1:1.3以上。租价330元/位.月,上海嘉定工业区管理委员会,北京润泽浩博物业管理有限公司,116.43678725057455,40.05918089692315
亢山前路1号院,42553,昌平 昌平县城,亢山前路1号,多层,0.00元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,1996年,暂无数据,暂无数据,无,116.25975626763754,40.22217620247564
望京西园三区,67032,朝阳 望京,望京街,高层,1.70元/平米/月,商品房住宅,3.00,3400户,20%,2003年,地上3000个、没有地下车位。固定车位350/月，地上车位150/月,北京高校房地产开发总公司,北京望京实业总公司,116.48086503584649,40.00566806430206
天裕昕园(东区),26924,顺义 后沙峪,天北路,高层,3.00元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,暂无数据,暂无数据,北京天竺房地产开发公司,空港物业,116.53443844934222,40.09058951988557
名流花园,34472,昌平 北七家,"北清路,近七星路",多层,1.00元/平米/月,商品房住宅,1.50,2600户,40%,1998年,停车位充足，免停车费。,北京名流投资有限公司,北京温尔馨物业管理有限责任公司,116.43733898981878,40.10781405729852
砖厂新村,20270,通州 土桥,东六环路,多层,1.80元/平米/月,商品房住宅,1.60,暂无数据,30%,2002年,总数0个 地上车位0个,北京新通致远房地产开发有限公司,北京圣瑞物业管理有限公司,116.12733950748066,39.81805518461278
运河西大街155号院,40000,通州 梨园,通州区运河西大街155号,多层,0.00元/平米/月,商品房住宅,2.00,暂无数据,暂无数据,1995年,暂无数据,通州区住房和城乡建设委员会,业主自管,116.66863170656039,39.90038806997329
通大家园,29512,通州 九棵树,九棵树西路,高层,2.80元/平米/月,商品房住宅,2.59,750户,30%,2004年,3200,北京市烟草公司物资储运公司,北京通大家园物业管理有限公司,116.64719097220757,39.87809818231691
达富苑小区,45266,通州 果园,北苑南路48号,多层,0.60元/平米/月,商品房住宅,1.62,821户,30%,1999年,都是地上停车，小车150元/月，1600元/年，大车/210元/月，2300元/年,通州区住房和城乡建设委员会,北京新华敬业物业管理有限公,116.65647397151713,39.90049504694004
大地文苑,40000,朝阳 双桥,广渠路,低层,0.00元/平米/月,办公,0.00,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,116.55928198652616,39.90419208584347
朝内大街79号院,94422,东城 朝阳门,朝内大街79号,多层,0.00元/平米/月,单位集体自建房,0.00,暂无数据,暂无数据,暂无数据,暂无数据,"上海吉广文化传媒有限公司,上海智奥会展有限公司",单位自管,116.43631204695977,39.93077890883905
西潞苑,44691,通州 北关,通顺路,小高层,0.00元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,2015年,暂无数据,北京贵源房地产开发有限公司,北京正圆嘉和物业管理有限责任公司,116.66654900679484,39.94263506774943
立水桥甲2号院地质大院,54693,昌平 立水桥,立水桥北路,多层,1.10元/平米/月,商品房住宅,1.30,300户,30%,2002年,150,上海宜晖物业管理有限公司,-,116.42348065105524,40.06324244087202
四合欣园,40277,丰台 科技园区,樊羊路,多层,0.50元/平米/月,商品房住宅,0.00,暂无数据,35%,暂无数据,暂无数据,暂无数据,无,116.31612685447432,39.83022786232229
华业东方玫瑰,54788,通州 梨园,"梨园南街,近临河里路",高层,2.50元/平米/月,商品房住宅,3.12,7300户,35%,2006年,规划机动车停车位数量5800个，其中地上约1000个，地下约4800个。住宅的机动车车位配比为1：0.7。,北京君合百年房地产开发有限公司,深圳华业物业管理公司,116.6915560355816,39.885909106734324
远洋新干线,73579,朝阳 三元桥,霄云路,高层,3.80元/平米/月,商品房住宅,3.99,暂无数据,31%,2005年,暂无数据,北京林达华夏房地产开发有限公司,远洋酒店物业管理公司,116.46663758334891,39.96333090814114
日月东华,54363,朝阳 石佛营,石佛营东路,高层,1.80元/平米/月,商品房住宅,3.60,480户,30%,1998年,120个车位、出租每月80元、只租不卖,北京嘉业住房股份有限公司,北京东岳物业管理有限公司,116.51149006729266,39.93853897079296
芳馨园,85267,朝阳 国展,西坝河南路6号,高层,2.94元/平米/月,商品房住宅,3.30,338户,34%,2001年,停车位470个、出租500元/月、出售12万,上海电苑物业管理有限公司,北京通泰物业管理公司,116.72174022359874,40.183408305385434
兆丰家园西区,27075,昌平 沙河,高教园南三街,高层,1.45元/平米/月,小产权房,0.00,暂无数据,30%,2009年,车位充足,江苏金枫物业服务有限责任公司上海分公司,北京玉泉物业服务有限公司,116.28640390142125,40.156857548673585
昌平五街国税局宿舍,37639,昌平 昌平县城,"太安胡同,近满井胡同",多层,1.50元/平米/月,商品房住宅,0.00,暂无数据,15%,2000年,充足,暂无数据,昌平区城北街道五街社区居民委员会,116.85437534655392,40.3769860026615
昌盛园(三区),41125,昌平 昌平县城,昌盛路,多层,1.80元/平米/月,商品房住宅,0.00,暂无数据,28%,2000年,充足,上海市高德投资咨询有限公司,北京鼎泽物业管理有限责任公司,116.26227397813444,40.216473061957004
天通公园里,58674,昌平 天通苑,太平庄东路,高层,2.64元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,2008年,暂无数据,北京顺天通房地产开发有限公司,北京方佳物业管理有限公司,116.4384527988206,40.076108206686506
首城国际,93740,朝阳 双井,广渠路36号,高层,2.83元/平米/月,商品房住宅,3.20,3820户,30%,2010年,A、B、D区车位和住宅比例0.8:1；C区车位和住宅比例2:1,上海维风企业管理有限公司,北京市嘉宝物业管理有限公司,116.47585868940884,39.89867212255458
太玉园西区,20000,通州 土桥,张采路,多层,0.00元/平米/月,小产权房,0.00,暂无数据,暂无数据,2005年,暂无数据,北京成龙房地产开发有限公司,暂无数据,116.70625482898028,39.857181676540336
广厦鑫苑,39486,顺义 胜利,顺平路,高层,2.90元/平米/月,商品房住宅,2.60,356户,30%,1999年,234,上海新汇文化娱乐（集团）有限公司,北京大龙物业管理有限责任公司,116.66704451211415,40.122589807690225
观音景园(西区),47174,朝阳 百子湾,石板房南街,多层,3.00元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,暂无数据,暂无数据,北京都市绿色家园开发有限公司,北京都市绿色家园物业管理有限公司,116.5268422881193,39.89356503087571
北京玫瑰园,67751,昌平 沙河,高教园中街,低层,0.00元/平米/月,商品房住宅,0.00,1000户,30%,1995年,暂无数据,北京玫瑰园别墅有限公司,北京凯莱物业管理有限公司,116.27469574672641,40.166139529536466
宝产胡同15号院,200000,西城 新街口,宝产胡同15号,低层,0.00元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,1999年,暂无数据,暂无数据,暂无数据,116.37742075467554,39.94134821391118
晨欣园,62525,丰台 马家堡,马家堡西路,多层,0.98元/平米/月,商品房住宅,2.70,暂无数据,35%,1999年,暂无数据,北京市新兴房地产开发总公司西城区分公司,北京市久筑物业管理有限责任公司,116.38084958680713,39.852956559078216
玺萌公馆,73898,丰台 马家堡,镇国寺北街8号,多层,3.75元/平米/月,商品房住宅,1.57,599户,30%,2008年,暂无数据,上海一步企业形象设计有限公司,北京星河城物业管理有限公司,116.3701384613978,39.8480019730357
城南嘉园益星园,75634,丰台 马家堡,马家堡西路,多层|小高层,1.95元/平米/月,商品房住宅,1.90,暂无数据,34%,2004年,暂无数据,上海寰舟水产有限公司,北京京丰物业管理有限责任公司,116.37544160797594,39.84191133013377
华远和煦里,32368,大兴 生物医药基地,安顺南路12号,高层,1.20元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,暂无数据,暂无数据,无,无,116.40771916223828,39.70989000223979
