小区名称,房价,区域商圈：,详细地址：,建筑类型：,物业费用：,产权类别：,容积率：,总户数：,绿化率：,建筑年代：,停车位：,开发商：,物业公司：,经度,纬度
颐慧佳园,97778,海淀 定慧寺,彰化南路,多层|小高层,2.35元/平米/月,商品房住宅,1.86,1600户,37%,2005年,一期地上车位400个，1600元/年、二期地下车位150个，售价30万元/个。地上车位租金150元一个月，地下车位500元一个月。,北京泽丰房地产开发有限公司,北京佳邦物业管理有限公司,116.2941410067787,39.94235930553092
八里庄北里(海淀),86886,海淀 西八里庄,玲珑路,多层,0.50元/平米/月,商品房住宅,2.30,270户,40%,1982年,150元/车位/月,上海艺世鎏文化传播有限公司、上海威霖服饰有限公司,北京成宏物业管理有限责任公司,116.29813002222632,39.9355321047653
朝阳门小街小区,99191,东城 朝阳门,朝阳门南小街16号,多层,1.00元/平米/月,单位集体自建房,0.00,暂无数据,30%,2005年,充足，1:1,"快板电子科技有限公司,上海久誉软件系统有限公司",北京亿方物业管理有限责任公司 010-65124510 禄米仓胡同42号楼,116.43411407303796,39.922174383830814
曙光里,72311,朝阳 西坝河,曙光西路,多层|小高层|高层,0.00元/平米/月,单位集体自建房,2.10,3500户,20%,2015年,150元/车位/月,上海嘉乐园实业有限公司,北京阳光嘉业物业有限公司,116.45855301342023,39.97149705326099
绿城百合公寓(北区),32604,房山 阎村,京周路,多层,1.50元/平米/月,商品房住宅,1.00,暂无数据,58%,2007年,地下停车位，车位配比1：0.6,北京阳光绿城房地产开发有限公司,北京绿城物业管理有限公司,116.07975132393682,39.71947395128768
首创爱这城(一期),77048,朝阳 四惠,十里堡甲1号,小高层|高层,2.75元/平米/月,商品房住宅,3.20,暂无数据,30%,2007年,暂无数据,上海璞鸿物业管理有限公司,上海嘉宝物业管理有限公司,116.51421058552964,39.91962671461968
SOCO公社,31578,昌平 回龙观,建材城东路1号,高层,0.65元/平米/月,商业,2.50,1186户,30%,2010年,共407个车位，车位配比1:0.34,上海豪景物业管理有限公司,北宇物业管理有限公司,116.3686885963047,40.07350572514504
石门营新区七区B4(石门营新区七区东苑),23158,门头沟 永定,紫金路,多层,1.50元/平米/月,动迁配套房,0.00,暂无数据,12%,2013年,暂无数据,暂无数据,北京奥和物业有限公司,116.11423835043148,39.89177472131407
三山新新家园,41542,顺义 后沙峪,火沙路,多层,0.80元/平米/月,商品房住宅,1.99,600户,12%,2004年,230个,上海涂家创业园物业管理有限公司,北京德宏物业管理有限公司,116.54178425281951,40.10284805416535
平安嘉苑,62693,朝阳 北苑,北苑路,高层,2.43元/平米/月,商品房住宅单位集体自建房,3.80,675户,30%,2000年,150月,"御品汇,兴恒教育",北京同惠物业管理有限公司,116.42471375502879,40.04233606961118
百旺家苑,79155,海淀 马连洼,马连洼北路,多层,1.18元/平米/月,商品房住宅,1.10,4800户,50%,2003年,地上车位600个，地下车位400个，售价8万元/个,"上海竞翔汽车零件有限公司,上海佳化有限公司",北京华特物业管理有限公司,116.27535779788728,40.035286293337194
港馨家园西区,37640,顺义 石园,顺康路,多层,0.62元/平米/月,商品房住宅,0.00,3250户,32%,2004年,免费停车,"北京辰光家园房地产开发有限公司,北京仁和日升房地产开发有限公司",北京港馨家园物业管理有限公司,116.68404602185709,40.111557874407644
朝庭公寓,73454,朝阳 望京,阜荣街8号,高层,2.80元/平米/月,商品房住宅,4.17,暂无数据,30%,2008年,暂无数据,"上海佳科科技有限公司,创新实业有限公司",北京鼎铭物业管理有限公司,116.49021001823625,39.99411851147661
西山美墅馆,97705,海淀 西山,南旱河路301号,多层,4.00元/平米/月,商品房住宅,0.67,117户,50%,2004年,1：1.5,北京三九建业房地产开发有限公司,世邦魏理仕国际物业管理顾问公司,116.24605920435714,39.9643173399936
空港新苑4号院,18867,大兴 大兴周边,康泰街,高层,0.00元/平米/月,动迁配套房,0.00,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,116.77318101489851,40.2992367911283
工体西里小区,92044,朝阳 工体,工体西路,小高层,0.80元/平米/月,商品房住宅,2.00,1500户,30%,2002年,1000,上海星麦投资管理有限公司,业主自管,116.4495174074481,39.933460324872414
四季香山,114559,海淀 西山,旱河路,多层,2.92元/平米/月,商品房住宅,1.10,447户,50%,2004年,1:1,北京天方世城房地产有限公司,北京盛世物业服务有限公司,116.25328562303214,39.96677941683697
竹园小区,73030,海淀 马连洼,马连洼北路,多层,0.80元/平米/月,商品房住宅,1.50,672户,30%,1981年,充足,微果艺墅开发有限公司,东居物业管理有限公司,116.29314209105162,40.03850838572955
鑫福里小区,54134,丰台 西罗园,临泓路,多层,1.00元/平米/月,商品房住宅,1.00,暂无数据,30%,1989年,暂无数据,暂无数据,北京福海伟业物业管理有限公司,116.39997379247015,39.853213020325605
都市芳园,42476,昌平 天通苑,太平庄北街,低层,2.00元/平米/月,商品房住宅,0.40,2000户,40%,1996年,1：3，全部地上，停车全部免费,北京都市芳园房地产开发有限公司,北京都市芳园房地产开发有限公司,116.39788936436479,40.08763059151733
景泰东里,72813,东城 永定门,安乐林27号,多层|小高层,1.93元/平米/月,商品房住宅,2.13,889户,20%,1994年,地上停车位,北京嘉业住房股份有限公司,北京三原长兴公司,116.4212447686409,39.870878686864955
首尔甜城,19618,北京周边 燕郊,燕顺路,高层,2.98元/平米/月,商品房住宅,2.25,暂无数据,45%,2011年,27158,诚越房地产开发有限公司,三河市创美物业有限公司,116.48069193237473,40.00342571149639
定福家园北里,48607,朝阳 定福庄,定福庄路,高层,1.20元/平米/月,动迁配套房,2.50,2500户,30%,2006年,150元/车位·月,"阿克苏若贝尔,古驰贸易有限公司",定福家园物业公司,116.57197737897647,39.93120002237362
樱花园二区,36218,顺义 机场,李天路,多层,0.50元/平米/月,商品房住宅,1.20,1068户,35%,1996年,700个，100元/月,"上海趣志网络科技有限公司,上海喜游娱乐有限公司",北京首欣物业管理有限责任公司,116.63266995346932,40.03148624782564
南礼士路46号院,136615,西城 月坛,南礼士路46号,多层,0.00元/平米/月,商品房住宅,0.00,暂无数据,30%,2014年,暂无数据,无开发商,居委会代管,116.36051239921397,39.92141815826013
中仓小区,46370,通州 中仓,新建街,多层,0.60元/平米/月,商品房住宅,1.40,2155户,40%,1991年,500个，充足,通州区住房和城乡建设委员会,北京通州兴华物业管理公司,116.67021166785067,39.911171243268846
丰益花园(西区),59403,丰台 丰益桥,丰管路3号,高层,1.12元/平米/月,商品房住宅,3.30,7000户,30%,2000年,地上150/月,上海浮罗创业投资有限公司,丰台城建开发物业管理公司,116.3146625266625,39.865452174849665
看丹路10号院,52653,丰台 看丹桥,看丹路10号,多层,0.00元/平米/月,商品房住宅,2.10,暂无数据,30%,2000年,1:1,上海景信物业管理有限公司,业主自管,116.28713862549787,39.84542936520673
圣华里小区,69003,海淀 田村,砂石厂路,多层,0.00元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,暂无数据,充足,暂无数据,北京中赛物业管理有限公司,116.24625862818034,39.93395880816501
艺苑桐城,48702,大兴 黄村,永华路6号,小高层|高层,1.50元/平米/月,商品房住宅,2.50,909户,31%,2008年,830，车位比：1：0.8,杨浦五角场集团物业有限公司,北京美好家园物业管理有限公司,116.33540080766585,39.7312832059818
中国铁建青秀尚城,43549,昌平 南邵镇,南环南路,小高层,5.50元/平米/月,商品房住宅,2.20,500户,30%,2015年,停车位比为1：1,上海中观信息科技有限公司,中国铁建（北京）物业管理有限公司,116.28734945780107,40.21212293512693
朝丰家园(6号院),40434,朝阳 豆各庄,天达路6号,高层,0.50元/平米/月,动迁配套房,0.00,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,北京丰琪物业管理中心,116.57205701375993,39.859258828275806
鹿港嘉苑,79578,朝阳 花家地,望京西路50号,高层,2.50元/平米/月,商品房住宅,2.80,1100户,40%,2003年,车位配比1：1.2，地下、地上停车相结合。,北京嘉轩房地产开发有限公司,北京天鸿宝地物业管理经营有限公司,116.46435939074506,39.98769910793571
茂华璟公院,59802,石景山 杨庄,时代花园南路23号,多层,0.00元/平米/月,商品房住宅,1.30,244户,36%,2000年,有地下车位,秋菊律师事务所,北京茂华物业管理有限公司,116.4133836971231,39.910924547299565
知春里,107768,海淀 双榆树,双榆树北路,多层,0.80元/平米/月,商品房住宅,1.10,2800户,25%,1993年,地上车位150元/月，,上海巨东商务有限公司,亿方物业管理有限责任公司,116.32915596742158,39.97935806074469
拂林园,60678,朝阳 媒体村,北苑路,小高层,2.24元/平米/月,商品房住宅,1.70,暂无数据,30%,2000年,1：1.5一手业主的停车费是地下220元/月地上150元/月，现在地下的车位不多，有转租的车位价格在500元/月左右。,"上海永腾投资管理有限公司,上海电音马兰士贸易有限公司",北京北辰信诚物业管理有限责任公司,116.42285255584267,40.0347209509003
四合巷小区,33632,房山 良乡,昊天大街,多层,0.50元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,1990年,暂无数据,暂无数据,北京金卫物业公司,116.16859721711256,39.76764164244115
安慧北里雅园,79854,朝阳 亚运村,安慧北里小区路,多层|高层,0.50元/平米/月,商品房住宅,2.10,暂无数据,30%,1999年,出租地上150元/月，地下350元/月,北京安苑住房股份有限公司,北京建工物业服务有限公司,116.66292012202618,40.21634476052206
于家园二区(南院),30575,怀柔 怀柔城区,开放路,多层,0.88元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,暂无数据,暂无数据,北京宏怀房地产开发有限公司,北京新正大物业管理有限公司,116.64987591754634,40.33548223470536
蓝调国际公馆,83859,丰台 菜户营,菜户营西街,高层,2.80元/平米/月,商品房住宅,2.80,2500户,34%,2002年,1：0.6、地面车位150元/车位/月，地下1层产权车位，地下2层450元/车位/月。,北京顺驰置地丰润房地产开发有限公司,顺驰物业管理有限公司,116.34547629209631,39.877163169947174
海户西里,59167,丰台 洋桥,马家堡东路,多层,1.70元/平米/月,商品房住宅,2.00,5000户,30%,1998年,免费停车,"快板电子科技有限公司,上海久誉软件系统有限公司",西罗园物业管理有限公司,116.39552277849876,39.858337334543585
宾阳北里,24010,密云 密云城区,新东路,多层,0.80元/平米/月,商品房住宅,1.90,1200户,15%,1998年,220元/月230个,上海申城创意有限公司,北京心连心物业管理有限公司,116.86701513389318,40.39240986000689
鼎城世家,60445,石景山 杨庄,杨庄东街,高层,2.80元/平米/月,商品房住宅,3.00,732户,30%,2008年,暂无数据,北京实兴腾飞置业发展公司,北京国贸酒店物业管理有限公司,116.20325063494023,39.93292435443051
畅柳园,108831,西城 陶然亭,南华北街,小高层,1.00元/平米/月,商品房住宅,1.60,2600户,25%,1998年,小区有地下车位，但是连租的都已经几乎没有，目前地上车位150元/月，小区外头有增设了车位，但和二环内其他小区一样，远远不能满足车的增长。,上海赛会物业管理有限公司,北京鲁能物业管理有限责任公司,116.38967175539007,39.88839229711113
于辛家园,10576,昌平 沙河,于新庄路,多层,1.00元/平米/月,小产权房,0.00,暂无数据,32%,暂无数据,564个,北京龙聚天成房地产开发有限责任公司,业主自管,116.30333929587869,40.1514242646691
鑫苑鑫都汇,43717,大兴 生物医药基地,永大路1号,高层,3.13元/平米/月,商品房住宅,2.80,770户,30%,2015年,共1123个机动车位,上海华鑫房地产开发有限公司,鑫苑物业,116.32694200366169,39.69536610152373
电子城小区,56369,朝阳 酒仙桥,驼房营南路,高层,2.00元/平米/月,商品房住宅,2.90,2000户,37%,2001年,1500个停车位，出租地下车库280元/月，地上免费。,"阿克苏若贝尔,古驰贸易有限公司",北京弘通物业管理有限责任公司,116.50942504258633,39.97124407926839
宝盛北里,69192,海淀 清河,"黑泉路,近永泰庄北路",多层,1.40元/平米/月,商品房住宅,0.80,暂无数据,30%,2002年,暂无数据,巨颂设计工厂,北京金泰物业管理有限公司,116.3757471216799,40.04438215348354
运河西大街155号院,40000,通州 梨园,通州区运河西大街155号,多层,0.00元/平米/月,商品房住宅,2.00,暂无数据,暂无数据,1995年,暂无数据,通州区住房和城乡建设委员会,业主自管,116.66863170656039,39.90038806997329
中弘北京像素北区,39130,朝阳 常营,五里桥一街1号,高层,2.10元/平米/月,办公,0.00,暂无数据,40%,2009年,暂无数据,北京中弘投资有限公司,北京中弘文昌物业管理有限公司,116.6220979755835,39.93429110527489
朝阳无限芳菁苑,59413,朝阳 甘露园,朝阳路,多层,1.92元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,2004年,暂无数据,上海净空环保工程有限公司,北京市京工物业管理有限责任公司,116.5181639382485,39.92420860474176
赵堂子胡同小区,112596,东城 朝阳门,赵堂子胡同,多层,0.95元/平米/月,商品房住宅,0.00,400户,30%,2003年,地上120元/车位/月,北京城开公司,业主自管,116.4205602598423,39.92860144255692
首开龙湖天璞,101619,朝阳 东坝,驹子房路,小高层,0.00元/平米/月,商品房住宅,2.20,暂无数据,30%,2017年,暂无数据,上海地铁运营有限公司,北京龙湖物业服务有限公司,116.56056764137205,39.97398195418275
阳光城檀悦,64705,顺义 中央别墅区,安庆大街,多层,6.80元/平米/月,商品房住宅,2.20,暂无数据,30%,2018年,暂无数据,北京福兴晟房地产开发有限公司,阳光城物业服务(福建)有限公司北京分公司,116.54984798206038,40.101523058090436
白广路社区,91254,西城 白广路,登莱胡同,多层,2.00元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,116.36556947925193,39.88996339456327
北京方糖,37857,顺义 后沙峪,火沙路,多层|小高层|高层,4.83元/平米/月,办公,2.77,1298户,30%,2013年,580,竺坊建筑设计,北京商宝通商业管理有限公司,116.56362259875038,40.10870829913207
世纪星城,49909,通州 果园,通朝大街323号,小高层|高层|超高层,2.15元/平米/月,商品房住宅,2.90,2240户,30%,2005年,车位1:1，地上车位、地下车位,北京市住房贷款担保中心,北京东光物业管理股份有限公司通州第一分公司,116.6388797597987,39.89873273526466
酒仙桥七街坊,63232,朝阳 酒仙桥,酒仙桥路,多层,0.00元/平米/月,商品房住宅,1.50,700户,20%,2015年,充足,暂未获知,业主自管,116.49915651230178,39.96935185916956
前进花园石门苑,40288,顺义 石门,石门街,多层|高层,1.60元/平米/月,商品房住宅,1.35,3200户,30%,2004年,停车位现在不收费,建升房地产开发有限公司,建升物业,116.63802062040895,40.13771582312687
砖厂新村,20270,通州 土桥,东六环路,多层,1.80元/平米/月,商品房住宅,1.60,暂无数据,30%,2002年,总数0个 地上车位0个,北京新通致远房地产开发有限公司,北京圣瑞物业管理有限公司,116.12733950748066,39.81805518461278
通惠家园惠民园,58977,朝阳 四惠,建国路,多层|高层,0.55元/平米/月,商品房住宅,2.11,1016户,31%,2004年,300,"北京京海集团上海有限公司,上海智达科技有限公司",亿方物业管理有限责任公司,116.5183534807111,39.91600501681222
珠江骏景中区,56285,丰台 西罗园,南苑路,高层,2.36元/平米/月,商品房住宅,2.70,1460户,30%,2002年,"中区北区共700-800个,长租6万元/",北京珠江房地产开发有限公司,北京珠江世纪物业管理有限公司,116.4020629815947,39.85883726894192
恋日国际,55594,朝阳 CBD,南郎家园18号,高层,6.60元/平米/月,商品房住宅,4.90,暂无数据,30%,2002年,暂无数据,北京华野投资管理有限公司,北京华野家园物业管理有限公司,116.47149121784987,39.91112662221902
华腾园,70361,朝阳 劲松,东三环南路54号,高层,2.12元/平米/月,商品房住宅,2.10,4236户,40%,1999年,地上车位租价300元/月、地下450元/月,"上海佳绿科技有限公司,高华纺织品有限公司",北京华腾世纪物业管理公司,116.47187470447209,39.893108738921065
复兴北里,40780,通州 新华大街,复兴北里21号,多层,0.80元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,1994年,暂无数据,通州区住房和城乡建设委员会,北京复兴里物业管理中心,116.64946233768954,39.9046646314376
和悦园,37774,朝阳 东坝,东坝中街,多层,0.00元/平米/月,经济适用房,0.00,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,116.56035942134127,39.97171295641711
安宁里(南区),63352,海淀 安宁庄,安宁庄东路12号,多层|高层,0.80元/平米/月,商品房住宅,1.20,暂无数据,30%,2001年,暂无数据,威德钻石、生恩（上海）贸易有限公司、上海骏康实业有限公司,北京新通房产管理经营有限公司,116.33849008031467,40.05116726035025
润泽悦溪,98506,朝阳 北苑,水岸南街,小高层,2.50元/平米/月,商品房住宅单位集体自建房,1.60,2094户,30%,2010年,内部交通系统采用人车分流，全部地下车库，车位比例高达1:1.3以上。租价330元/位.月,上海嘉定工业区管理委员会,北京润泽浩博物业管理有限公司,116.43678725057455,40.05918089692315
银河湾,92325,朝阳 酒仙桥,万西红街9号,高层,3.68元/平米/月,商品房住宅,2.70,1200户,30%,2010年,停车位100个,北京世纪鸿房地产开发有限责任公司,北京世纪物业管理有限责任公司朝阳分公司,115.95904232950849,39.739906733744704
小红庙,98684,西城 广安门外,红居南街,多层,0.00元/平米/月,商品房住宅单位集体自建房,2.00,暂无数据,36%,1980年,无固定车位.免费停车,北京中联亚房地产开发有限公司,业主自管,116.34447252551946,39.88729112873062
裕祺隆园,84994,海淀 马连洼,龙背村路,小高层,1.88元/平米/月,商品房住宅,2.50,522户,25%,2010年,暂无数据,青龙桥大队,青龙桥大队管理处,116.27811496698905,40.02030661070245
乐府江南,89400,海淀 田村,"永定路,近田村路",多层|小高层,2.50元/平米/月,商品房住宅,2.10,1568户,35%,2003年,小区建于2004年，小区带有24小时热水，中水，中央空调，人车分流，小区都是9层低密度板楼，小区自带幼儿园，健身器材，占地30万亩，共有14栋楼，1162户，车位1:1,北京天平地产开发经营有限公司,长城物业集团股份有限公司,116.26856508111246,39.93383294286212
大慧寺6号院,96825,海淀 皂君庙,大慧寺路6号,多层,1.80元/平米/月,商品房住宅单位集体自建房,2.00,426户,30%,1985年,车位充足,无,北京钢研物业管理有限责任公司,116.33680153544756,39.95801367588834
顺沙路19号院2区,24038,昌平 沙河,顺沙路19号,高层,0.00元/平米/月,动迁配套房,0.00,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,116.28521176017897,40.1496076726048
世界侨商中心,30769,通州 北关,新华北路,高层,7.00元/平米/月,办公,1.00,暂无数据,1%,暂无数据,暂无数据,上海实达信息科技有限公司,世茂天成物业服务集团有限公司北京第三分公司,116.66440744645905,39.92796134382443
百环花园,56155,朝阳 潘家园,华威里南街,高层,1.80元/平米/月,商品房住宅,2.60,暂无数据,30%,1987年,暂无数据,均和集团,北京双吉安物业管理中心,116.46551290485043,39.87988462998787
K2清水湾,64787,通州 北关,潞苑南大街,多层|高层,2.80元/平米/月,商品房住宅,2.20,1225户,30%,2010年,580,北京古城房地产开发有限公司,绿城物业服务集团有限公司北京分公司,116.30263592266436,40.05838885361396
复兴路77号院,68497,海淀 五棵松,复兴路77号,多层|高层,1.00元/平米/月,商品房住宅,2.00,300户,30%,1998年,充足，150元/位·月,中房京贸房地产开发有限公司,北京汉海物业管理有限公司,116.2780120211776,39.91398106515208
胜古南里,77178,朝阳 安贞,樱花园西街,小高层|高层,0.00元/平米/月,单位集体自建房,2.50,900户,20%,1960年,地上停车位250/月；地下400/月,北京城市建设开发集团总公司,北京城建物业管理有限责任公司,116.48533320745312,39.93340342230158
周庄嘉园4号院,52054,朝阳 华威桥,西大望南路,多层,0.60元/平米/月,动迁配套房,0.00,暂无数据,30%,2000年,暂无数据,无,2.4,116.48796398496965,39.864973403239674
玫瑰御园,110297,海淀 紫竹桥,蓝靛厂南路,小高层,2.95元/平米/月,商品房住宅,2.40,409户,30%,2004年,1：1，地面车位150元/月，地下车位450元/月,北京成大房地产开发有限公司,北京市均豪物业管理股份有限公司,116.29948484659647,39.946211508194246
远大园四区,94743,海淀 世纪城,远大中路,高层,1.25元/平米/月,商品房住宅,3.10,暂无数据,35%,2000年,暂无数据,北京金源鸿大房地产开发有限公司,北京世纪颐和物业管理有限责任公司,116.29286765871831,39.95977880512706
北京华侨城1号院,72100,朝阳 垡头,金蝉北路,多层|小高层,2.60元/平米/月,商品房住宅,2.34,暂无数据,32%,2006年,暂无数据,浙江八达股份有限公司、上海万峰房地产有限公司、上海合林标准有限公司,北京华侨城物业管理有限公司,116.50978948513173,39.87489275775993
天资华府,39203,房山 长阳,京周路,高层,3.30元/平米/月,商品房住宅,3.67,暂无数据,35%,2017年,暂无数据,北京天资置业集团,北京瑞华诚物业管理有限公司,116.17330696822339,39.769601108509974
天鹅湾(南区),80131,朝阳 朝青板块,甘露园中街,小高层,3.90元/平米/月,商品房住宅,0.00,暂无数据,20%,2008年,暂无数据,上海物华管理有限公司,北京城启天鹅湾物业管理有限公司,116.52936643677178,39.92612974975738
通惠南路小区,46476,通州 通州北苑,通惠南路15号,多层,0.80元/平米/月,商品房住宅,1.60,822户,20%,2010年,150元/月,通州区住房和城乡建设委员会,北京美园物业管理中心,116.65010875833453,39.909782788502476
和谐家园(二区),47988,昌平 回龙观,回龙观东大街,多层,0.64元/平米/月,经济适用房,1.56,1176户,30%,2005年,150元/车位/月，一年1600元。,北京首开天鸿集团有限公司,深圳市长城物业管理股份有限公司,116.36693654123803,40.08837633869225
鸿坤理想城大满贯,44434,大兴 西红门,欣荣北大街,高层,0.00元/平米/月,商品房住宅其他,2.76,暂无数据,30%,2010年,暂无数据,北京鸿坤伟业房地产开发有限公司,北京瑞邦物业管理有限公司,116.34923740743604,39.79732063789081
首师大附中宿舍院,95144,海淀 花园桥,北洼路,多层,1.00元/平米/月,单位集体自建房,2.00,180户,30%,1992年,车位充足,暂无数据,业主自管,116.30675680936083,39.93727873249037
京铁家园(三区),52042,丰台 北大地,西翠路,小高层,0.50元/平米/月,商品房住宅,2.50,3600户,10%,1988年,地上180元/车位/月，地下车位是240元/车位/月，车位基本上无空置，平时车进小区需要收费。,"阿克苏若贝尔,古驰贸易有限公司",大方物业管理公司,116.28357262211492,39.9012548265056
水晶屿,26117,昌平 昌平县城,南环路,小高层,3.59元/平米/月,商品房住宅,2.00,350户,30%,2016年,128个,北京金隅嘉业房地产开发有限公司,北京金隅大成物业管理有限公司,116.26936349504973,40.218790227745764
马连道中里(一区),95373,西城 马连道,马连道北街,多层|高层,1.30元/平米/月,商品房住宅单位集体自建房,1.44,1213户,25%,1995年,免费没有停车费用,鸿坤集团有限公司,北京红义物业管理公司,116.33776577658196,39.89286896644377
永丰嘉园(百旺杏林湾),66547,海淀 西北旺,北清路,多层|小高层,3.88元/平米/月,商品房住宅,1.62,暂无数据,35%,2009年,暂无数据,"上海竞翔汽车零件有限公司,上海佳化有限公司",深圳市长城物业管理股份有限公司,116.470965295906,40.10992582772475
民旺园,103011,东城 和平里,和平里东街11号,高层,1.00元/平米/月,商品房住宅单位集体自建房,3.00,2416户,30%,1990年,150元/车位/月,上海智多信知识产权服务公司,北京强佑物业管理有限公司,116.43447537151407,39.95820925057135
新通国际花园(北区),52084,通州 梨园,梨园北街,小高层,2.20元/平米/月,商品房住宅,2.35,2175户,35%,2009年,地下1088个地上临时130个,北京华成通房地产有限公司,北京天诚古运物业管理有限公司,116.67877494478564,39.88901013943489
强佑清河新城,72573,海淀 清河,"京藏高速辅路,近清河中街",高层,4.30元/平米/月,商品房住宅,3.54,4000户,30%,2008年,地上车位地下车位:400元/月/辆,北京强佑房地产开发有限公司,北京强佑物业管理有限公司,116.35369956039575,40.03433997911137
欧园北欧印象,92929,西城 马连道,马连道路80号,高层,2.00元/平米/月,商品房住宅,4.30,1200户,30%,2003年,车位500个，出租：地上150元/月，出售：地下10万元左右/位,上海联创设计集团股份有限公司,北京新起点物业管理有限公司,116.33175952628116,39.89320637762987
远洋山水(南区),70764,石景山 八宝山,莲石东路,小高层|高层,2.00元/平米/月,商品房住宅,3.00,暂无数据,32%,2005年,暂无数据,北京房地鑫洋房地产开发有限公司,远洋亿家物业服务股份有限公司,116.24698823191555,39.904679644911404
东亚瑞晶苑,33781,通州 马驹桥,景盛北二街,高层,1.50元/平米/月,商品房住宅,2.50,1522户,30%,2009年,772个停车位,北京东亚信文国际会展中心有限公司,北京东亚时代物业管理有限公司,116.5496824243549,39.7500239626141
如意园,57140,通州 新华大街,北大街,多层,0.50元/平米/月,商品房住宅,1.50,暂无数据,35%,1996年,充足 150元/月,通州区住房和城乡建设委员会,北京通州兴华物业管理公司,116.67373293561923,39.917158568957916
次渠嘉园一区,30031,通州 次渠,北小营路,高层,0.00元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,广东中奥物业管理有限公司北京分公司,116.43071295452967,39.99985016494644
北京科技大学家属楼,100070,海淀 学院路,学院路30号,多层,0.75元/平米/月,商品房住宅单位集体自建房,0.90,暂无数据,60%,2001年,150元/车位/月,暂无数据,科大物业管理有限公司,116.36614207984502,39.9984240536025
常营民族家园,36189,朝阳 常营,常营北路,多层,0.50元/平米/月,商品房住宅,1.60,1200户,30%,2000年,地下595个,"上海泗塘资产管理有限公司,中国人寿保险股份有限公司（上海市宝山支公司）",北京正中方物业管理有限责任公司,116.58860195972743,39.93607808203173
和谐家园(一区),44909,昌平 回龙观,龙锦三街,多层,0.64元/平米/月,商品房住宅经济适用房,1.56,1864户,30%,2005年,150元/车位/月，1600/车位/年,北京首开天鸿集团有限公司,北京天鸿宝地物业管理经营有限公司,116.36687788188823,40.09142437735129
双河南里小区,34875,大兴 黄村,京开路,多层,0.70元/平米/月,商品房住宅,1.43,1200户,25%,2015年,150元/车位·月,北京顺义新城建设开发有限公司,北京天宝伟业物业管理有限责任公司,116.35382586215046,39.739729048708256
一世情园,32902,通州 马驹桥,兴华中街220号,多层,1.30元/平米/月,商品房住宅,1.18,暂无数据,30%,2003年,小区有停车位356个，每户一位,北京华源京都房地产开发有限公司,芳瑞物业管理（北京）有限公司,116.55445467237665,39.76017290466942
北潞冠家园,29960,房山 良乡,房山区良乡良坨路,多层,0.75元/平米/月,商品房住宅,1.70,暂无数据,35%,2003年,1：1 地上车位,北京昊远隆基房地产开发总公司,北潞园物业管理公司,116.13598093699498,39.748135777468946
圆明园花园,65193,海淀 马连洼,圆明园西路88号,多层,2.48元/平米/月,商品房住宅,1.20,1300户,31%,1998年,停车位1:1.5地上车位150元/月,上海创意产业投资有限公司,北京大华邦物业管理有限责任公司,116.29714197599588,40.027180321324096
UHN国际村,93198,朝阳 太阳宫,曙光西路,高层|超高层,3.12元/平米/月,商品房住宅,2.97,1680户,31%,2002年,1594个车位，车位费租500元每月，车位出售25万！,秋菊律师事务所,北京瑞斯特物业管理有限公司,116.45669388033676,39.97380446427969
富强西里,40760,大兴 黄村,兴华大街,多层,0.50元/平米/月,商品房住宅,1.30,1215户,35%,1980年,地上停车位,名谷科技有限公司,北京富强物业管理中心,116.34149185800682,39.744671669138995
亿朋苑小区,44308,丰台 玉泉营,南三环中路,多层,1.00元/平米/月,商品房住宅,1.50,1000户,40%,2005年,车位充足,天地祥房地产开发商,恒基物业,116.3424315754008,39.85093176915371
艾瑟顿国际公寓,87330,海淀 苏州桥,中关村南路36号,高层,10.48元/平米/月,商品房住宅,4.50,暂无数据,30%,2008年,暂无数据,上海锦江迪生商厦物业管理有限公司,达文（中澳）物业管理有限公司,116.30977601417987,39.98081655167622
北京国际友谊花园,53428,朝阳 柳芳,左家庄东街,多层|高层,5.45元/平米/月,商品房住宅,1.70,暂无数据,35%,1997年,暂无数据,香港香江国际集团有限公司,达尔文国际物业有限公司,116.45398989092118,39.9628761215887
K2百合湾,83907,通州 武夷花园,通胡大街70号,多层|高层,3.48元/平米/月,商品房住宅,2.20,876户,35%,2012年,洋房每家私享独家停车库。普通住宅机动车共1008个，地下710，地上298个,北京麦金利房地产开发有限公司,北京绿城物业管理有限公司,116.69830895742231,39.91834980059051
